,Title,Link,Day,Time,Where,Image link
36,Dubomedy's Comedy Workshop بالعربي (In Arabic),https://www.facebook.com/events/1339361896649989/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SUN, 10 SEP AT 19:00 UTC+04,Paramount Midtown Hotel,https://scontent.fbho2-1.fna.fbcdn.net/v/t39.30808-6/358145650_824037545961649_2183872983439910740_n.jpg?stp=c179.0.1442.961a_dst-jpg_s168x128&_nc_cat=103&ccb=1-7&_nc_sid=934829&_nc_ohc=swg_A4_iV98AX_txRWk&_nc_ht=scontent.fbho2-1.fna&oh=00_AfCW8B3QEugJUJkGnEU2vf85d7YOUp_j7OGvEDDNAYYG0g&oe=64FDA82D
37,AutoMadness - Dubai Autodrome,https://www.facebook.com/events/610579567546313/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 4 NOV-5 NOV,Dubai Autodrome,https://scontent.fbho2-1.fna.fbcdn.net/v/t39.30808-6/347590977_652602013570569_3653157928024279463_n.jpg?stp=c75.0.810.540a_dst-jpg_s168x128&_nc_cat=110&ccb=1-7&_nc_sid=934829&_nc_ohc=1gASQdQUb3sAX-S_4z8&_nc_ht=scontent.fbho2-1.fna&oh=00_AfBszHAy_0aUejW4xmxj8MLm2td4Ym1V3aID5GB7zFcoDw&oe=64FE06D9
38,SoPritti Wedding Festive 2023,https://www.facebook.com/events/332282062566173/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,FRI, 22 SEP-23 SEP,Jumeirah Emirates Towers,https://scontent.fbho2-1.fna.fbcdn.net/v/t39.30808-6/369730031_691462149694914_2401297433030527566_n.jpg?stp=c250.0.1500.1000a_dst-jpg_s168x128&_nc_cat=108&ccb=1-7&_nc_sid=934829&_nc_ohc=sJr64CA2lgQAX9aVrRN&_nc_ht=scontent.fbho2-1.fna&oh=00_AfCfWeA-nbJCdxsTKt-zd6dU0HaSU5gdp0__LJzZ2punFw&oe=64FE49D5
39,"Implant Travel ROOTT to AEEDC 2024, Dubai",https://www.facebook.com/events/936952027501082/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 3 FEB 2024-10 FEB 2024,AEEDCDubai,https://scontent.fbho2-1.fna.fbcdn.net/v/t39.30808-6/343127003_742136234326029_6653176994445261512_n.jpg?stp=c206.0.1508.1005a_dst-jpg_s168x128&_nc_cat=102&ccb=1-7&_nc_sid=934829&_nc_ohc=HMItfrxAn3gAX-uf3xm&_nc_ht=scontent.fbho2-1.fna&oh=00_AfB6McddjvnTJ2848eVT82yecZzK26w8-icf2xtYnPxMWQ&oe=64FCB90A
40,Dubai And Abu Dhabi Group Travel Vacation,https://www.facebook.com/events/811123843741528/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,THURS, 29 AUG 2024-12 SEP 2024,Dubai UAE,https://scontent.fbho2-1.fna.fbcdn.net/v/t39.30808-6/361929374_251322554352725_3557805093057036973_n.jpg?stp=c0.18.168.112a_dst-jpg_p168x128&_nc_cat=108&ccb=1-7&_nc_sid=934829&_nc_ohc=6E9zyKIX4aYAX_uLe7f&_nc_ht=scontent.fbho2-1.fna&oh=00_AfCa84HyYqRhQ21p0e8h6PAhD8gKJCjEx3zicfYHuxpNXQ&oe=64FE2971
41,COMA,https://www.facebook.com/events/844837073734750/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 9 SEP AT 08:00 PDT,The Public House,https://scontent.fbho2-1.fna.fbcdn.net/v/t39.30808-6/365222963_241338372186921_3889348664028168707_n.jpg?stp=c0.35.168.112a_cp6_dst-jpg_p168x128&_nc_cat=101&ccb=1-7&_nc_sid=934829&_nc_ohc=SYZy3scrb3oAX8r5Ods&_nc_ht=scontent.fbho2-1.fna&oh=00_AfAkM_O9j4wRAu08CdZ2JAggqVI28E8iywfsn0StICfv8Q&oe=64FCF016
42,Dubai Entrepreneurs Bootcamp & Awards,https://www.facebook.com/events/858794948511616/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,TUES, 24 OCT-26 OCT,28 interested · 2 going,https://scontent.fbho2-1.fna.fbcdn.net/v/t39.30808-6/364160874_731458898993743_5184053488248293343_n.jpg?stp=c229.0.1142.761a_dst-jpg_s168x128&_nc_cat=108&ccb=1-7&_nc_sid=934829&_nc_ohc=jprsCYFL_AoAX-FgGUC&_nc_ht=scontent.fbho2-1.fna&oh=00_AfDDrMtllkSZYxpg8fTbqzD5rAyXy3wmiJcacr_LxUVzEw&oe=64FDE118
43,Wednesday Ladies Night,https://www.facebook.com/events/1336232230622931/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,WED, 6 SEP,bedrock DXB,https://scontent.fbho2-1.fna.fbcdn.net/v/t39.30808-6/366708438_298795762729263_2870093549250044133_n.jpg?stp=c206.0.1508.1005a_dst-jpg_s168x128&_nc_cat=104&ccb=1-7&_nc_sid=934829&_nc_ohc=qeo7x4zkWYoAX8FQ9Im&_nc_ht=scontent.fbho2-1.fna&oh=00_AfCHayHTse3iC-S-gx-NVuquevy6e26fCVhONY_nsUZ8jg&oe=64FE0E43
44,Prenatal Breastfeeding Workshop,https://www.facebook.com/events/662658619079518/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,Today,Happening Now,Eggs & Soldiers,https://scontent.fbho2-1.fna.fbcdn.net/v/t39.30808-6/363344308_775908247868865_2877990802018584776_n.jpg?stp=c0.18.168.112a_dst-jpg_p168x128&_nc_cat=101&ccb=1-7&_nc_sid=934829&_nc_ohc=rs3-uUW84PMAX_0lfUf&_nc_ht=scontent.fbho2-1.fna&oh=00_AfAXz5pwwi1WGr0z8McJXUQjkgNvRxvsj6xqi-CRoFjleQ&oe=64FE2D11
45,BED SPACE AND PARTITION AVAILABLE,https://www.facebook.com/events/269822037279815/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,TUES, 26 MAR 2030 AT 00:00 UTC+04,35 interested · 7 going,https://scontent.fbho2-1.fna.fbcdn.net/v/t1.6435-9/55475328_2112328612190456_1773606912386924544_n.jpg?stp=c0.8.1080.720a_dst-jpg_s168x128&_nc_cat=108&ccb=1-7&_nc_sid=340051&_nc_ohc=GXXqykDjLGQAX-UgK0l&_nc_ht=scontent.fbho2-1.fna&oh=00_AfCxJAhsC_UKDDsnICkfGw34Ou5WxMmPQhr5UXmp9Pz3kA&oe=65202CD2
46,The Real Travel Divas of Dubai 2023,https://www.facebook.com/events/1061874578040084/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,Today,Happening Now,67 interested · 4 going,https://scontent.fbho2-1.fna.fbcdn.net/v/t39.30808-6/293388692_7633700246701762_4302149559409092714_n.jpg?stp=c0.19.168.112a_dst-jpg_p168x128&_nc_cat=107&ccb=1-7&_nc_sid=934829&_nc_ohc=XJEcPQJznvMAX_wUOwF&_nc_ht=scontent.fbho2-1.fna&oh=00_AfCCpvM3PmAnFv-AG-RACSYZf5MahqZtDxoU1Tr4AUrrMA&oe=64FD7B8A
47,Formula 1 Cruise Hotel & Option to Meet F1 Ambassadors,https://www.facebook.com/events/192697830165400/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,THURS, 23 NOV-27 NOV,6 interested · 2 going,https://scontent.fbho2-1.fna.fbcdn.net/v/t39.30808-6/337286212_924310578883989_8538183499069373496_n.jpg?stp=c58.0.659.439a_dst-jpg_s168x128&_nc_cat=110&ccb=1-7&_nc_sid=934829&_nc_ohc=tlX6Po6go6gAX9e2ovb&_nc_ht=scontent.fbho2-1.fna&oh=00_AfBxJ5OGs3IBBdgMb1TN9ZYbxPQtvHD1xxVnoAUKX_PI-g&oe=64FD9A10
48,Dazzling Dubai with Abu Dhabi,https://www.facebook.com/events/203783622651213/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 21 OCT-26 OCT,"Dubai, United Arab Emiratesدبي",https://scontent.fbho2-1.fna.fbcdn.net/v/t39.30808-6/359461436_680764484074952_3472779315458145279_n.jpg?stp=dst-jpg_s168x128&_nc_cat=106&ccb=1-7&_nc_sid=934829&_nc_ohc=u-CudBXlNgMAX_o0i6W&_nc_ht=scontent.fbho2-1.fna&oh=00_AfByBWM7ISoRQWfGknNopp_yXFZi7xZSG7nTXtcTdejJIA&oe=64FE29D5
49,Drama for Kids 4 Years | Term 1 2023,https://www.facebook.com/events/801883501247377/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 9 SEP AT 09:00 UTC+04 AND 3 MORE,The Courtyard Playhouse Dubai,https://scontent.fbho2-1.fna.fbcdn.net/v/t39.30808-6/355317540_647035560802577_5808937273189220501_n.jpg?stp=c206.0.1508.1005a_dst-jpg_s168x128&_nc_cat=100&ccb=1-7&_nc_sid=934829&_nc_ohc=xfimkXjyq_UAX_O7CSa&_nc_ht=scontent.fbho2-1.fna&oh=00_AfDxfbDRiQQTqN-QpDWyDw_qgyyQZ_S5d-l2POIwVSI8wg&oe=64FDC950
50,აბუ დაბის ჯგუფური ტური✨,https://www.facebook.com/events/247938671193716/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,THURS, 7 SEP-10 SEP,"Abu Dhabi,U.A.E",https://scontent.fbho2-1.fna.fbcdn.net/v/t39.30808-6/355006116_274493478423888_6594392869373815949_n.jpg?stp=c218.0.1612.1075a_dst-jpg_s168x128&_nc_cat=102&ccb=1-7&_nc_sid=934829&_nc_ohc=HpayC0X_La8AX8njp5A&_nc_ht=scontent.fbho2-1.fna&oh=00_AfD7tQh7q67VTHHC1QH-sJHNSNt8EUjto83mgxPQklQWlw&oe=64FD992C
51,Campus Open Day,https://www.facebook.com/events/1223660541847557/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22bookmark_search%22%7D]%2C%22ref_notif_type%22%3Anull%7D,SAT, 9 SEP AT 12:00 UTC+04,Middlesex University Dubai,https://scontent.fbho2-1.fna.fbcdn.net/v/t39.30808-6/337694314_748592260038223_3973307020499971951_n.jpg?stp=dst-jpg_s168x128&_nc_cat=106&ccb=1-7&_nc_sid=934829&_nc_ohc=83hsVlfSEIYAX8xJiTQ&_nc_oc=AQnz8w7J-YWWOQhgF_BADX0wZTb07IkvOaDbhv6ebBHWg892lIDoqgdO_fOumSHR5mc8C3skQC8yAq9ZbJL4ojuj&_nc_ht=scontent.fbho2-1.fna&oh=00_AfBhiia2ktbHX_2kHcvTLfCNlxgI4QiK7p8dKMDPiy4iOg&oe=64FCE6D8
